lemmas,bigrams,depenrel
"['yum', 'pad', 'tom', 'compris', 'soup', 'special', 'think', 'thai', 'make', 'place', 'menu', 'expect']",expected menu;i thought;so special;,this was;n't was;expected menu;i thought;that was;what made;place special;
"['bite', 'impress', 'great', 'restaur', 'date', 'food', 'want', 'good', 'expens']",good food;bit expensive;,good food;expensive food;you want;date impress;
"['servic', 'fantast', 'grade', 'delici', 'anyon', 'caviar', 'russ', 'top', 'want', 'highli', 'recommend']",highly recommend;recommend caviar;delicious top;top grade;fantastic service;,i recommend;caviar russe;russe recommend;who wants;delicious caviar;top grade;caviar wants;fantastic service;
"['chinatown', 'cheap', 'cheaper', 'food', 'say']",n't say;,you say;n't say;cheap say;food is;
"['alway', 'time', 'eat', 'food', 'good']",3-4 times;always good;,i eaten;food was;
"['good', 'keep', 'work']",good work;,good work;work keep;
"['thirti', 'pay', 'line', 'thrill', 'wait', 'price', 'place', 'popular', 'minut', 'guess']",n't thrilled;i guess;popular place;,i was;n't was;i guess;that 's;you pay;popular place;
"['eat', 'time', 'good', 'great']",great eats;good times;,great eats;good times;
"['make', 'tri', 'place', 'often', 'sure']",as often;,you try;place try;you can;
"['grill', 'spice', 'great', 'wonder', 'whole', 'fish']",grilled whole;whole fish;great spicing;,grilled fish;whole fish;fish spicing;wonderful spicing;great spicing;
"['visit', 'year', 'cuisin', 'hearti', 'tuscan', 'think', 'convert', 'fare', 'first', 'neapolitan', 'salvator', 'best']",i thought;tuscan cuisine;salvatore converted;hearty neapolitan;neapolitan fare;first visit;,i thought;cuisine was;salvatore converted;me converted;hearty fare;neapolitan fare;first visit;
"['hold', 'kitchen', 'plu', 'roll', 'owner', 'send', 'summer', 'complimentari', 'night', 'busi', 'us', 'saturday', 'entre']",busy saturday;complimentary summer;,entrees held;busy night;owner sent;complimentary summer;rolls sent;us hold;
"['well', 'servic', 'great']",as well;,service was;
"['roll', 'teriyaki', 'special', 'lobster', 'rise', 'tri']",special roll;,teriyaki try;rose roll;special roll;
"['anoth', 'approx', 'plu', 'entre']",,plus is;most are;
"['suan', 'soon', 'go', 'back']",,i go;
['love'],,it loved;
"['second', 'plate', 'delici', 'adopt', 'secret', 'food', 'relax', 'atmospher']",now adopted;adopted plate;,food was;atmosphere was;we adopted;347 adopted;
"['pleasantli', 'surpris']",pleasantly surprised;,we were;
"['pack', 'though', 'even', 'walk', 'accomod', 'place', 'moment']",,we walked;place packed;
"['hot', 'loud', 'dark']",,it is;
"['servic', 'valu', 'except', 'food', 'everytim', 'find']",value exceptional;exceptional everytime;,i found;food exceptional;i been;
"['unhappi', 'review', 'thai', 'eat', 'follow', 'place', 'food']",thai place;very unhappy;,we ate;thai place;
"['bite', 'disappoint', 'leav', 'food', 'definit', 'good']",definitely good;bit disappointed;,food is;i left;
"['girl', 'visit', 'still', 'prior', 'glass', 'beer', 'dinner', 'hungri', 'place', 'wine', 'lb']",still hungry;,i am;lb girl;glass had;i was;
"['servic', 'staff', 'get', 'save', 'drink', 'grace', 'pleas']",saving grace;,drinks are;saving grace;staff get;
['wonder'],,it was;
"['deliveri', 'guy', 'order', 'major', 'downsid', 'attitud']",major attitude;,you ordering;guys have;major attitude;attitude have;
"['write', 'anoth', 'give', 'chanc']",i write;,chance give;i write;it write;
"['warm', 'staff', 'start', 'engag', 'italian']",all-italian staff;,italian staff;staff is;
"['villag', 'one', 'front', 'place', 'score']",,village is;that scores;
"['calib', 'except', 'price', 'food', 'reason']",exceptionally reasonable;,prices are;
"['margarita', 'tamarind', 'go', 'focu']",,you go;focus be;
"['spot', 'everyon', 'hide', 'rave', 'best']",best hidden;hidden spot;,it is;best spot;hidden spot;i rave;
"['filet', 'superb', 'dish', 'mignon']",was superb;,dish was;
"['regular', 'due', 'tabl', 'food', 'get', 'eas', 'consist', 'good']",regular due;consistently good;good food;,i been;due regular;good food;table getting;
"['visit', 'next', 'wait']",n't wait;wait wait;next visit;,n't wait;next visit;
"['ever', 'place', 'get', 'japanes']",most japanese;ever get;,place is;it get;
"['food', 'good', 'lie']",n't lie;,food is;i lie;n't lie;
"['person', 'great', 'one', 'lt', 'food', 'eat']",great food;more then;,great food;food eat;lt eat;person eat;
"['nosh', 'give', 'yonah', 'soup', 'mom', 'money', 'challah', 'run', 'pastrami', 'like', 'sandwich', 'otherworldli', 'schimmel', 'knish', 'expect', 'much']",n't expect;nosh as;as much;give yonah;,i expect;n't expect;nosh like;i did;pastrami was;i had;soups are;knishes give;run give;
"['special', 'like', 'sushi', 'noth', 'atmospher', 'tokyo', 'establish', 'feel']",is nothing;nothing special;sushi establishment;,atmosphere is;special nothing;it feels;
"['atomospher', 'romant', 'cozi', 'tabl', 'around']",cozy romantic;romantic atomosphere;,cozy romantic;
"['worth', 'go', 'even', 'beer', 'place']",,place is;
"['yum', 'saffron', 'risotto', 'scallop', 'like', 'mahi', 'realli']",i really;,i like;scallops like;mahi mahi;
"['ambienc', 'fact', 'great', 'price', 'food', 'tasti', 'top', 'realli', 'fun']",so fun;really tasty;,ambience was;prices were;food was;
"['hamburg', 'go', 'say', 'review', 'get', 'matter']",not get;go hamburgers;,not get;go go;hamburgers go;no matter;what say;reviews say;
"['world', 'sandwhich']",out-of-this world;,sandwhiches are;
"['squar', 'manhattan', 'upper', 'thia', 'place', 'food', 'live', 'siam']",upper manhattan;,you live;upper manhattan;square is;
"['decor', 'charm']",,decor is;
"['well', 'food', 'prepar']",very well;well prepared;,food was;
"['spring', 'roll', 'noodl', 'though', 'price', 'tasti', 'realli', 'good']",really tasty;tasty spring;good price;,tasty rolls;good price;
"['place', 'away', 'stay']",,
"['sum', 'dish', 'suppos', 'cheap', 'dim', 'food', 'tri', 'hey', 'portion', 'bad', 'good', 'smaller']",more food;smaller portions;more dishes;,it 's;more food;dim sum;sum supposed;smaller portions;you try;more dishes;dishes try;dish is;
"['attest', 'bar', 'new', 'hardli', 'york', 'uniqu', 'thing', 'peopl', 'drink', 'plenti', 'spend', 'feel']",most people;new york;hardly feeling;here are;,most people;people attest;50 spending;new bars;thing feeling;drinks are;
"['come', 'attent', 'plate', 'staff', 'dessert', 'happi', 'waiter', 'open', 'complimentari', 'candleveri', 'keep', 'birthday', 'saw', 'receiv', 'write', 'stuff', 'gift', 'nice', 'touch']",complimentary stuff;happy birthday;candlevery nice;nice touch;attentive staff;,complimentary stuff;stuff kept;waiter saw;me opening;gift opening;i received;dessert received;that had;happy birthday;birthday had;candlevery touch;nice touch;attentive staff;
"['arriv', 'soggi', 'call', 'food', 'minut', 'cold']",,food arrived;i called;
"['deal', 'theatr', 'pre', 'go', 'even', 'menu', 'greater']",pre-theatre menu;even greater;greater deal;,you go;pre theatre;it 's;greater deal;
"['smile', 'one', 'front', 'brother', 'get', 'say']",,one smile;what get;i get;
"['pizza', 'la', 'fresca', 'brava']",,
"['tast', 'eleg', 'size', 'simplic', 'present', 'someon', 'appreci', 'wonder', 'regardless', 'kai', 'place', 'veget', 'portion', 'seafood']",are someone;appreciates simplicity;wonderfully presented;tasting seafood;,you are;who appreciates;simplicity appreciates;seafood tasting;kai is;
"['cannot', 'tast', 'beat', 'price', 'fresh', 'qualiti', 'quantiti']",not be;be beat;,prices beat;not beat;
"['stomach', 'check', 'wallet', 'hurt']",n't hurt;,it check;it hurt;n't hurt;stomach hurt;
"['turn', 'jet', 'drop', 'keep', 'stuff', 'quickli']",quickly stuff;,yourself stuff;over keep;
"['deliveri', 'kennsington', 'ever', 'littl', 'favorit', 'gnochi', 'tonino', 'honestli', 'place', 'best', 'awesom']",little tonino;just awesome;favorite delivery;best gnochi;ever had;,little tonino;tonino is;favorite place;best gnochi;i had;
"['servic', 'incred', 'poor', 'price', 'food', 'qualiti', 'exorbit']",incredibly poor;poor service;exorbitant prices;,poor service;quality service;exorbitant prices;
"['alway', 'meal', 'time', 'great']",always had;great meal;,i been;great meal;meal had;
"['three', 'averag', 'go', 'line', 'walk', 'like', 'anymor', 'time', 'back']",n't walk;,i go;i walk;n't walk;
"['usual', 'special', 'price', 'dinner', 'tasti', 'get', 'reason']",usually just;just get;very reasonably;reasonably priced;very tasty;,we get;some get;they priced;
"['food', 'servic', 'horribl']",horrible food;horrible service;,horrible food;horrible service;
"['grill', 'plate', 'chees', 'wait', 'tabl', 'tri', 'wine', 'plenti', 'fondu']",cheese plate;n't wait;table grilling;,plate are;n't wait;fondue try;
"['st', 'pizza', 'best', 'bleecker']",,pizza is;
"['heartland', 'breweri', 'recommend']",not recommend;,i recommend;not recommend;brewery recommend;
"['treat', 'well', 'food', 'fresh', 'extrem', 'us', 'prepar']",extremely fresh;,they treated;us treated;food was;
"['green', 'delciou', 'littl', 'peanut', 'exot', 'sweet', 'perfect', 'salad', 'sauc', 'basic', 'ly', 'fri', 'tofu', 'basil']",exotic salad;basic ly;delcious little;little green;green salad;sweet basil;fried tofu;,exotic salad;salad is;delcious salad;little salad;green salad;salad ly;that is;sweet tofu;fried tofu;
"['toast', 'big', 'complaint', 'avail']",big complaint;,big complaint;available toasting;
"['relax', 'garden', 'even', 'great', 'food', 'place', 'sit', 'outsid', 'good']",great place;,food was;n't was;garden is;great place;
"['virgin', 'regular', 'servic', 'everyon', 'treat', 'volar', 'friendli', 'get', 'weekli', 'ask']",weekly regulars;n't ask;,volare virgins;virgins treated;weekly regulars;everyone treated;same treated;you ask;n't ask;service is;
"['come', 'waiter', 'food', 'wine', 'wrong', 'meal', 'find', 'end', 'show']",,food came;waiter was;wine showed;
"['steak', 'appetit', 'cook', 'perfect', 'great', 'chicken', 'heartier', 'season', 'sandwhich', 'lamb']",heartier appetites;,chicken seasoned;sandwhich is;
"['faan', 'good', 'sooo']",sooo good;,faan sooo;
"['sum', 'dish', 'least', 'item', 'though', 'saw', 'one', 'dim', 'freez', 'heat', 'sure']",frozen item;i 'm;not sure;sum dish;,we saw;them heating;frozen item;item heating;i 'm;not 'm;which dim;it was;
"['food', 'go', 'good', 'back']",,you going;food was;
"['servic', 'even', 'great', 'food', 'better']",even better;,food was;service was;
"['deal', 'rice', 'plate', 'hardli', 'call', 'possibl', 'heap', 'restaur', 'manhatten', 'best', 'entre']",hardly be;best deal;2-3 entrees;,this called;it is;best deal;
"['voic', 'pleasant', 'decour', 'though', 'tradit', 'noisi', 'hall', 'restaur', 'maintain', 'rais', 'rather', 'abl', 'convers', 'full', 'french']",traditional french;french decour;rather noisy;,traditional decour;french decour;decour was;hall was;restaurant was;we had;voices raise;conversation maintain;
"['usual', 'chef', 'littl', 'also', 'salt', 'perfect', 'sauc', 'slice', 'fish', 'sushi', 'wasabi', 'fresh', 'sea', 'sometim', 'season', 'piec', 'soy']",little fresh;fresh wasabi;also sometimes;,fish is;piece sliced;little wasabi;fresh wasabi;
"['mess', 'apart', 'make', 'finish', 'like', 'hand', 'burger', 'feel', 'nt', 'fell', 'consequ']",,burgers fell;mess made;they feel;them finishing;
"['cheeseburg', 'huge', 'son', 'girlfriend', 'want']",wanted cheeseburgers;,son wanted;cheeseburgers wanted;they were;
"['roll', 'unda', 'simpl', 'realli', 'egg', 'recommend']",really recommend;very simple;simple unda;,i recommend;simple rolls;rolls recommend;
['come'],not be;,i coming;not coming;
['unbeliev'],,
"['wine', 'good', 'choic']",very good;good wine;,good choices;
"['relax', 'go', 'wonder', 'thai', 'nyc', 'place', 'jazz', 'night', 'live', 'certain']",only thai;thai place;live relaxed;certain nights;,this is;only place;thai place;i go;it 's;relaxed jazz;jazz live;certain nights;
['back'],,we be;
"['ignor', 'waitstaff', 'seat']",,we seated;
"['big', 'comfort', 'perfect', 'susan', 'famili', 'even', 'lazi', 'tabl', 'place', 'feel', 'recomend', 'group', 'share']",big group;lazy susans;most tables;,you are;big group;place is;it recomends;sharing recomends;they have;lazy susans;susans have;most tables;families feel;
"['minut', 'melt', 'tuna', 'show']",,they showed;minutes showed;
"['steak', 'loin', 'tasti', 'pork', 'work']",tasty steak;,
"['bite', 'rush', 'though', 'go', 'even', 'tabl', 'wait', 'feel', 'linger', 'friend']",i went;n't feel;,i went;we lingered;n't feel;
"['enjoy', 'foo', 'go', 'rubi', 'birthday', 'experi']",i went;ruby foos;,i went;experience enjoyed;
"['provid', 'servic', 'occas', 'special', 'intim', 'set', 'highli', 'nice', 'recommend']",highly recommend;special occasion;intimate setting;nice service;,i recommend;it recommend;special occasion;it provides;intimate setting;nice service;
"['burger', 'also', 'great']",,burger was;
"['give', 'servic', 'know', 'enough', 'horribl', 'discount', 'end']",n't enough;,they give;discount give;n't was;they knew;service was;
"['mean', 'cheap', 'nasti', 'great', 'food', 'portion', 'small']",cheap does;not mean;,it 's;not mean;portions are;food is;it is;
"['pizza', 'great']",,pizza was;
"['scene', 'idiot', 'go', 'make', 'bunch', 'front', 'everytim', 'drink']",drunk idiots;,i go;drunk idiots;scene making;front making;
"['innov', 'bite', 'salt', 'think', 'edamam', 'could', 'never', 'tasti', 'pure', 'use']",never had;i thought;bit more;more salt;,i edamame;never had;pureed edamame;i thought;it was;more salt;salt used;
"['tast', 'servic', 'howev', 'leav', 'mouth', 'bad']",bad taste;,it 's;that leaves;bad taste;taste leaves;
"['mention', 'know', 'decis', 'special', 'make', 'regardless', 'us', 'notifi', 'let', 'apolog', 'good']",n't mention;n't apologize;very good;good decision;,we notified;him notified;he mention;n't mention;specials mention;he apologize;n't apologize;us know;we made;good decision;decision made;
"['appet', 'price', 'food', 'eat', 'extrem', 'reason']",extremely reasonable;,price was;we ate;
"['par', 'dine', 'dish', 'non', 'vegetarian', 'veg', 'select', 'simpli', 'tamarind']",n't dine;vegetarian dishes;simply not;non-veg selections;,n't dine;vegetarian dishes;they are;not are;veg selections;
"['alway', 'owner', 'famili', 'treat', 'like', 'kenni', 'part']",always there;are part;,owner is;he treats;family treats;we are;
"['kick', 'need', 'sushi', 'place', 'pretti', 'consist', 'good']",pretty good;,they need;kick need;sushi is;place is;
"['worth', 'wait', 'place', 'lunch', 'definit', 'time']",few times;definitely worth;,i had;place is;
"['averag', 'four', 'return', 'less', 'food', 'dinner', 'see', 'oper', 'would']",above average;less dinners;,i return;they operate;
"['post', 'judg', 'place', 'previou', 'use', 'longer', 'good']",previous posts;good place;,previous posts;this used;good place;not longer;
"['excel', 'servic', 'delici', 'make', 'great', 'even', 'food', 'dinner', 'pretti', 'buffet', 'lunch', 'better', 'atmospher', 'choic']",delicious food;excellent service;atmosphere make;great choice;even better;better choice;,delicious food;food make;excellent service;pretty atmosphere;this choice;great choice;buffet makes;it choice;better choice;
"['dumpl', 'appet', 'shrimp', 'fritter', 'recommend']",i recommend;,i recommend;shrimp fritters;fritters recommend;
['cheap'],,
"['review', 'food', 'peopl', 'work', 'nice']",such nice;nice people;,such people;nice people;i have;food review;
"['attract', 'spot', 'reach', 'possibl', 'dark', 'restaur', 'put', 'sunglass', 'light', 'worst', 'shin']",not very;very attractive;spot lights;worst light;light possible;,restaurant is;not attractive;you spot;lights spot;you putting;you putting;worst light;
"['ginger', 'squar', 'vodka', 'without', 'lemonad', 'also', 'avail', 'cocktail', 'tri', 'time']",times square;square cocktail;also available;,square cocktail;cocktail try;available cocktail;
"['find', 'nice']",nice find;,nice find;
"['patsi', 'parmigana', 'better', 'veal']",,veal parmigana;
